Ana Kamera FlaÅŸ,Ana Kamera Flaş,Ana Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼k AralÄ±ÄŸÄ±,Ana Kamera Çözünürlük Aralığı,Arka Kamera SayÄ±sÄ±,Arka Kamera Sayısı,ArttÄ±rÄ±labilir HafÄ±za (HafÄ±za KartÄ± DesteÄŸi),Arttırılabilir Hafıza (Hafıza Kartı Desteği),Ağırlık,Batarya Kapasitesi AralÄ±ÄŸÄ±,Batarya Kapasitesi Aralığı,BaÄŸlantÄ±lar,Bağlantılar,Bluetooth,CPU AralÄ±k,CPU Aralık,Cep Telefonu Modeli,Dahili HafÄ±za,Dahili Hafıza,Dokunmatik Ekran,Ekran Boyut AralÄ±ÄŸÄ±,Ekran Boyut Aralığı,Ekran Boyutu,Ekran Boyutu Aralığı,Ekran Cinsi,Ekran Teknolojisi,Ekran Yenileme HÄ±zÄ±,Ekran Yenileme Hızı,Ekran Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Ekran Çözünürlüğü,GPS,Garanti SÃ¼resi,Garanti Süresi,Garanti Tipi,GÃ¶rÃ¼ntÃ¼ Teknolojisi,GÃ¶rÃ¼ntÃ¼lÃ¼ KonuÅŸma,Görüntü Teknolojisi,Görüntülü Konuşma,Kablosuz Åžarj,Kablosuz Şarj,Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Kamera Çözünürlüğü,Kozmetik Durum,KulaklÄ±k GiriÅŸi,Kulaklık Girişi,Mobil BaÄŸlantÄ± HÄ±zÄ±,Mobil Bağlantı Hızı,NFC,Parmak Ä°zi Okuyucu,Parmak İzi Okuyucu,Pil GÃ¼cÃ¼ (mAh),Pil Gücü (mAh),RAM Kapasitesi,Radio,Renk,Suya/Toza DayanÄ±klÄ±lÄ±k,Suya/Toza Dayanıklılık,Video KayÄ±t Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Video Kayıt Çözünürlüğü,YÃ¼z TanÄ±ma,Yüz Tanıma,Ã–n Kamera FlaÅŸ,Ã–n Kamera SayÄ±sÄ±,Ã–n Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼k AralÄ±ÄŸÄ±,Ã–n Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Ã‡ift Hat,Ä°ÅŸlemci MarkasÄ±,Ä°ÅŸletim Sistemi,Åžarj GiriÅŸi,Åžarj HÄ±zÄ±,Çift Hat,Ön Kamera Flaş,Ön Kamera Sayısı,Ön Kamera Çözünürlük Aralığı,Ön Kamera Çözünürlüğü,İşlemci Markası,İşletim Sistemi,Şarj Girişi,Şarj Hızı,url,price,brands
,,,12 MP,,,,,,,,,,,,,,,64 GB,,,,"6,5 inç",,,,,,,,,,1 Yıl,,,,,,,,,,B seviye-Çok İyi,,,,,,,,,,4 GB,,Gümüş,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/iphone-xs-max-64gb-gumus-yenilenmis-cok-iyi-p-785983201,17.659 TL,Apple
,,,10 - 15 MP,,3,,Yok,,,3500-4000 mAh,,,Var,,,iPhone 13 Pro Max,,512 GB,Var,,6.5'' - 7'',"6,7 inç",,OLED,QLED,,,,,,,2 Yıl,Apple Türkiye Garantili,,,,,,,,5 - 10 MP,,,Lightning,,5G,Var,,,,3000 - 4000,6 GB,,Yeşil,,Var,,,,Var,,,,,,,,,,Yok,,1,10 - 15 MP,12 MP,Apple,iOS,Lightning,,https://www.trendyol.com//apple/iphone-13-pro-max-512-gb-yesil-cep-telefonu-apple-turkiye-garantili-p-268243135,73.174 TL,Apple
,Var,,15 - 20 MP,,2,,,,,5000-6000 mAh,,,Var,,,,,128 GB,Var,,6.5'' - 7'',6 inç ve üstü,,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,Yok,,20 MP ve üstü,,,USB Type-C,,4.5G,Yok,,,,4000 - 5000,4 GB,,Mavi,,Yok,,,,,,,,,,,,,,Var,,1,15 - 20 MP,,,Android,USB Type-C,,https://www.trendyol.com//omix/x400-8-gb-mavi-4-gb-4-gb-vram-128-gb-turkiye-garantili-p-636591214,5.499 TL,omix
,,,10 - 15 MP,,1,,Yok,,,,,,,,,,,32 GB,Var,,,"5 - 5,5 inç","5""-5.5""",LCD,FHD,,,,,,,2 Yıl,,,,,,,,,,A seviye-Mükemmel,,Lightning,,4.5G,Yok,,,,,3 GB,,Gümüş,,Var,,,,,,,,,,,,,,Yok,,1,5 - 10 MP,5 - 8 MP,,,Lightning,,https://www.trendyol.com//apple/yenilenmis-iphone-7-plus-32-gb-silver-cep-telefonu-12-ay-garantili-p-117138815,5.499 TL,Apple
,Var,,40 - 60 MP,,3,,Yok,,,4000-4500 mAh,,Wi-Fi,Var,,,iPhone 14 Pro Max,,256 GB,Var,,6.5'' - 7'',"6,7 inç",,Full HD,FHD+,,120 Hz,,QHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,AMOLED,Var,,Var,,48 MP + 12 MP + 12 MP,,,Lightning,,5G,Var,,Var,,4323,6 GB,Yok,Gümüş,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Var,Var,1,10 - 15 MP,12 MP,Apple,iOS,Lightning,20-40 W,https://www.trendyol.com//apple/iphone-14-pro-max-256-gb-gumus-p-355707171,83.999 TL,Apple
,,,40 - 60 MP,,4,,,,,4500-5000 mAh,,,,,,,,128 GB,Var,,6'' - 6.5'',"6,5 inç",,,,,,,,,,2 Yıl,Samsung TR Garantili,,,,,,,,50 MP,,,3.5 mm,,4.5G,Var,,,,5000,4 GB,,Mor,,Yok,,,,,,,,,,,,,,Var,,1,5 MP ve altı,,,Android,USB Type-C,,https://www.trendyol.com//samsung/galaxy-a04-128-gb-p-786823082,"6.184,99 TL",Samsung
,Var,,40 - 60 MP,,3,,Yok,,,4000-4500 mAh,,Wi-Fi,Var,,2.5-3.2 GHz,iPhone 15 Pro Max,,512 GB,Var,,6.5'' - 7'',"6,7 inç",,FHD Süper AMOLED,Dinamik AMOLED,,144 Hz üstü,,QHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,SXRD,Var,,Var,,20 MP ve üstü,,,USB Type-C,,5G,Var,,Yok,,4000 - 5000,8 GB,Yok,Çok Renkli,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Var,Var,1,40 - 60 MP,12 MP,Apple,iOS,USB Type-C,20-40 W,https://www.trendyol.com//apple/iphone-15-pro-max-512-gb-naturel-titanyum-p-762254865,89.999 TL,Apple
,,,12 MP,,,,,,,,,,,,,,,64 GB,,,,6 inç ve üstü,,,,,,,,,,1 Yıl,,,,,,,,,,A seviye-Mükemmel,,,,,,,,,,4 GB,,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-12-mini-64-gb-beyaz-cep-telefonu-12-ay-garantili-a-kalite-p-689222808,27.739 TL,Apple
,Var,,10 - 15 MP,,2,,,,,4500-5000 mAh,,,Var,,,,,256 GB,Var,,6.5'' - 7'',6 - 8 inç,,AMOLED,Dinamik AMOLED,,,,,,,2 Yıl,Samsung TR Garantili,,,,Var,,Var,,10 - 15 MP,,,USB Type-C,,5G,Var,,,,3000 - 7900,8 GB,,Yeşil,,Var,,,,Var,,,,,,,,,,Var,Var,1,5 - 10 MP,5 -10 MP,Qualcomm,Android,USB Type-C,,https://www.trendyol.com//samsung/galaxy-z-flip5-256-gb-acik-yesil-samsung-turkiye-garantili-p-745785520,39.000 TL,Samsung
,,,40 - 60 MP,,2,,,,,5000-6000 mAh,,,,,,,,128 GB,Var,,6.5'' - 7'',"6,5 inç",,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,50 MP + 2 MP + 2 MP,,,USB Type-C,,4.5G,Var,,,,5000,6 GB,,Mor,,Var,,,,,,,,,,,,,,Yok,,1,5 - 10 MP,,,Android,USB Type-C,,https://www.trendyol.com//vivo/y17s-6-128-gb-akilli-telefon-isiltili-mor-p-781707544,7.999 TL,vivo
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//xiaomi/redmi-note-12-onyx-gri-128-gb-cep-telefonu-p-738504452,8.799 TL,Xiaomi
,,,12 MP,,,,,,,,,,,,,,,64 GB,,,,6 inç ve üstü,,,,,,,,,,1 Yıl,,,,,,,,,,A seviye-Mükemmel,,,,,,,,,,4 GB,,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-11-64-gb-beyaz-cep-telefonu-12-ay-garantili-a-kalite-p-689225733,19.999 TL,Apple
,Var,,5 - 10 MP,,1,,,,,4500-5000 mAh,,,Var,,2.0-2.5 GHz,X5 Pro,,256 GB,Var,,6.5'' - 7'',6 inç ve üstü,,AMOLED,FHD+,,120 Hz,,FHD+,,,2 Yıl,Resmi Distribütör Garantili,,,AMOLED,,,Yok,,5 - 10 MP,,,3.5 mm,,5G,Var,,Var,,3000 - 4000,8 GB,,Sarı,,Yok,,,,Var,,,,,,,,,,Var,,1,5 - 10 MP,,,Android,USB Type-C,60-80 W,https://www.trendyol.com//poco/x5-pro-5g-256-gb-8-gb-ram-sari-cep-telefonu-xiaomi-turkiye-garantili-p-645990351,18.090 TL,POCO
,,,5 - 10 MP,,1,,Yok,,,3000-3500 mAh,,,,,,,,32 GB,Var,,5'' - 5.5'',"4 - 4,5 inç",,,HD+,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,5 MP ve altı,,,3.5 mm,,4G,Yok,,,,1500 ve altı,2 GB,,Siyah,,Yok,,,,,,,,,,,,,,Var,,1,5 MP ve altı,,,Android,USB Type-C,,https://www.trendyol.com//tcl/l7-2gb-32-gb-distributor-garantili-p-142764846,2.999 TL,TCL
,,,5 - 10 MP,,3,,,,,4500-5000 mAh,,,,,,,,64 GB,Var,,6'' - 6.5'',"6,5 inç",,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,13 MP,,,USB Type-C,,4G,Yok,,,,5000,4 GB,,Beyaz,,Yok,,,,,,,,,,,,,,Yok,,1,5 - 10 MP,,,Android,USB Type-C,,https://www.trendyol.com//general-mobile/gm-22s-tek-sim-beyaz-4-64-gb-akilli-telefon-p-780495983,4.299 TL,General Mobile
,Var,,60 - 80 MP,,4,,Var,,,5000-6000 mAh,,,Var,,2.0-2.5 GHz,,,128 GB,Var,,,6 - 8 inç,"6.5"" - 7""",LCD,FHD+,,120 Hz,,FHD+,Var,,1 Yıl,Delta Servis Garantili,,,LCD,Var,,Yok,,20 MP ve üstü,B seviye-Çok İyi,,3.5 mm,,4.5G,Var,,Var,,5000 ve üstü,6 GB,Yok,Mavi,,Yok,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Yok,Yok,1,15 - 20 MP,10 - 20 MP,,,USB Type-C,20-40 W,https://www.trendyol.com//poco/yenilenmis-poco-x3-nfc-128-gb-12-ay-delta-servis-garantili-b-grade-p-788446991,6.799 TL,POCO
,Var,,40 - 60 MP,,1,,Var,,,4000-4500 mAh,,,Var,,2.0-2.5 GHz,,,64 GB,Var,,,6 - 8 inç,"6""-6.5""",LCD,FHD+,,60 Hz,,FHD+,Var,,1 Yıl,Delta Servis Garantili,,,LCD,Var,,Yok,,20 MP ve üstü,A seviye-Mükemmel,,3.5 mm,,4.5G,Yok,,Var,,4000 - 5000,4 GB,Yok,Mavi,,Yok,,1080p (Full HD),,Var,,,,,,,,,,Yok,Yok,1,10 - 15 MP,10 - 20 MP,,,USB Type-C,10-20 W,https://www.trendyol.com//xiaomi/yenilenmis-redmi-note-7-64-gb-12-ay-delta-servis-garantili-a-grade-p-731100709,3.499 TL,Xiaomi
,Var,,60 - 80 MP,,4,,Var,,,4000-4500 mAh,,,Var,,2.0-2.5 GHz,Redmi Note 8 Pro,,128 GB,Var,,6'' - 6.5'',6 inç ve üstü,,LCD,,,60 Hz,,FHD+,Var,,2 Yıl,Xiaomi Türkiye Garantili,,,LCD,Var,,Yok,,20 MP ve üstü,,,3.5 mm,,4.5G,Var,,Var,,4000 - 5000,6 GB,Var,Siyah,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Var,Yok,1,20 - 40 MP,8 MP ve üstü,,Android,USB Type-C,10-20 W,https://www.trendyol.com//xiaomi/redmi-note-8-pro-6-gb-128-gb-cep-telefonu-mineral-grisi-xiaomi-turkiye-garantili-p-31861671,7.999 TL,Xiaomi
,,,60 - 80 MP,,4,,,,,4500-5000 mAh,,,,,,,,128 GB,Var,,6.5'' - 7'',"6,53 inç",,,,,,,,,,2 Yıl,KVK Garantili,,,,,,,,64 MP + 8 MP + 2 MP + 2 MP,,,3.5 mm,,4.5G,Yok,,,,4000 - 5000,8 GB,,Beyaz,,Yok,,,,,,,,,,,,,,Var,,1,20 - 40 MP,,,Android,USB Type-C,,https://www.trendyol.com//xiaomi/redmi-note-8-pro-8gb-ram-128-gb-xiaomi-turkiye-garantili-p-783926096,"7.999,10 TL",Xiaomi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//tecno/mobile-spark-9t-4-128-gb-siyah-turkiye-garantili-p-366441368,4.839 TL,Tecno
,Var,,60 - 80 MP,,1,,Var,,,4000-4500 mAh,,Wi-Fi,Var,,2.0-2.5 GHz,Galaxy A52,,128 GB,Var,,6'' - 6.5'',"4 - 4,5 inç",,Super AMOLED,FHD+,,90 Hz,,,Var,,2 Yıl,Samsung TR Garantili,,,,Var,,Yok,,5 MP ve altı,,,3.5 mm,,4.5G,Var,,Var,,4000 - 5000,8 GB,Var,Mavi,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Var,Var,4,60 - 80 MP,,Samsung,Android,USB Type-C,20-40 W,https://www.trendyol.com//samsung/galaxy-a52-128-gb-mavi-cep-telefonu-samsung-turkiye-garantili-p-103022039,15.299 TL,Samsung
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-apple-iphone-12-pro-max-128gb-siyah-cep-telefonu-c-kalite-p-773809474,43.899 TL,Apple
Var,,10 - 15 MP,,2,,Yok,,,3000-3500 mAh,,Wireless,,Var,1.5-2.0 GHz,,iPhone 14,512 GB,,Var,6'' - 6.5'',,"6,1 inÃ§",,FHD SÃ¼per AMOLED,Dinamik AMOLED,120 Hz,,FHD+,,Var,2 YÄ±l,,Apple TÃ¼rkiye Garantili,AMOLED,Var,,,Var,,12 MP + 12 MP,,,Lightning,,5G,,Var,Var,,3279,,6 GB,Var,Mor,Var,,1080p (Full HD),,Var,,Var,1,10 - 15 MP,12 MP,Var,Apple,iOS,Lightning,20-40 W,,,,,,,,,,https://www.trendyol.com//apple/iphone-14-512-gb-mor-p-355707148,49.799 TL,Apple
,,,12 MP,,,,,,,,,,,,,,,256 GB,,,,6 inç ve üstü,,,,,,,,,,1 Yıl,,,,,,,,,,A seviye-Mükemmel,,,,,,,,,,4 GB,,Gümüş,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-x-256-gb-gumus-cep-telefonu-12-ay-garantili-a-kalite-p-689227197,18.059 TL,Apple
,,,12 MP,,,,,,,,,,,,,,,64 GB,,,,6 inç ve üstü,,,,,,,,,,1 Yıl,,,,,,,,,,A seviye-Mükemmel,,,,,,,,,,4 GB,,Gümüş,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-11-pro-64-gb-gumus-cep-telefonu-12-ay-garantili-a-kalite-p-689221810,27.999 TL,Apple
,,,100 -120 MP,,,,,,,,,,,,,,,128 GB,,,,"6,95 inç",,,,,,,,,,1 Yıl,,,,,,,,,,A seviye-Mükemmel,,,,,,,,,,12 GB,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/galaxy-s20-ultra-128gb-siyah-yenilenmis-mukemmel-p-781937895,18.999 TL,Samsung
,,,60 - 80 MP,,,,,,,,,,,,,,,64 GB,,,,"6,43 inç",,,,,,,,,,1 Yıl,,,,,,,,,,B seviye-Çok İyi,,,,,,,,,,6 GB,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//xiaomi/yenilenmis-xiaomi-redmi-note-10s-64gb-mavi-b-kalite-p-770035618,5.999 TL,Xiaomi
,,,10 - 15 MP,,,,,,,,,,,,,,,32 GB,,,,"5,5 - 6 inç",,,,,,,,,,2 Yıl,,,,,,,,,,A seviye-Mükemmel,,,,,,,,,,2 GB,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//xiaomi/yenilenmis-xiaomi-redmi-8a-32-gb-siyah-cep-telefonu-p-746843264,2.819 TL,Xiaomi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/iphone-14-plus-256-gb-product-red-p-355707138,50.699 TL,Apple
,Var,,100 -120 MP,,4,,Var,,,5000-6000 mAh,,,,,,Xiaomi 11T Pro,,256 GB,Var,,6.5'' - 7'',6 inç ve üstü,,AMOLED,Dinamik AMOLED,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,Var,,,,5 MP ve altı,,,3.5 mm,,4.5G,Yok,,,,1500 ve altı,8 GB,,Mavi,,Var,,,,Var,,,,,,,,,,Yok,,1,10 - 15 MP,,,Android,USB Type-C,100-120 W,https://www.trendyol.com//xiaomi/11t-pro-256-gb-8-gb-ram-mavi-cep-telefonu-xiaomi-turkiye-garantili-p-256765343,23.499 TL,Xiaomi
,Var,,40 - 60 MP,,3,,Var,,,5000-6000 mAh,,,Var,,,,,128 GB,Var,,6.5'' - 7'',6 inç ve üstü,,LCD,FHD+,,90 Hz,,,,,2 Yıl,Resmi Distribütör Garantili,,,LCD,,,Yok,,5 MP ve altı,,,3.5 mm,,4.5G,Var,,,,1500 ve altı,6 GB,,Beyaz,,Yok,,,,,,,,,,,,,,Var,,1,15 - 20 MP,14 - 20 MP,Yok,Android,USB Type-C,10-20 W,https://www.trendyol.com//tecno/camon-18-128-gb-6-gb-ram-beyaz-tecno-turkiye-garantili-p-257070696,5.999 TL,Tecno
,Var,,12 MP,,3,,Var,,,4500-5000 mAh,,,Var,,2.5-3.2 GHz,,,128 GB,Var,,,6 - 8 inç,"6.5"" - 7""",AMOLED,FHD+,,60 Hz,,FHD+,Var,,1 Yıl,Delta Servis Garantili,,,LCD,Var,,Yok,,10 - 15 MP,A seviye-Mükemmel,,3.5 mm,,4.5G,Var,,Var,,4000 - 5000,8 GB,Yok,Kırmızı,,Yok,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Yok,Yok,1,20 - 40 MP,20 - 40 MP,,,USB Type-C,20-40 W,https://www.trendyol.com//samsung/yenilenmis-galaxy-note-10-lite-128-gb-kirmizi-cep-telefonu-12-ay-delta-servis-garantili-a-kalite-p-731131658,10.999 TL,Samsung
Var,,5 - 10 MP,,1,,Var,,,4500-5000 mAh,,Wi-Fi,,Var,2.0-2.5 GHz,,POCO C40,32 GB,,Var,6.5'' - 7'',,6 inÃ§ ve Ã¼stÃ¼,,LCD,HD+,60 Hz,,HD+,,Var,2 YÄ±l,,Resmi DistribÃ¼tÃ¶r Garantili,LCD,Var,,,Yok,,5 - 10 MP,,,USB Type-C,,4G,,Yok,Var,,3000 - 4000,,4 GB,Yok,SarÄ±,Yok,,1080p (Full HD),,Var,,Yok,1,5 - 10 MP,5 MP,Var,Yok,Android,USB Type-C,10-20 W,,,,,,,,,,https://www.trendyol.com//poco/c40-32-gb-3-gb-ram-sari-cep-telefonu-xiaomi-turkiye-garantili-p-699155594,4.049 TL,POCO
,,,10 - 15 MP,,1,,,,,5000-6000 mAh,,,,,,,,128 GB,Var,,,,,,,,,,,,,1 Yıl,Delta Servis Garantili,,,,,,,,,,,3.5 mm,,3G,Yok,,,,,4 GB,,Mavi,,Yok,,,,,,,,,,,,,,Yok,,1,10 - 15 MP,,,,USB Type-C,,https://www.trendyol.com//oppo/a91-128-gb-mavi-yenilenmis-urun-p-304044059,6.699 TL,Oppo
,Var,,40 - 60 MP,,2,,Var,,,3000-3500 mAh,,Wi-Fi,Var,,2.0-2.5 GHz,,,128 GB,Var,,6'' - 6.5'',6 inç ve üstü,,LCD,FHD+,,60 Hz,,FHD+,Var,,2 Yıl,Resmi Distribütör Garantili,,,LCD,Var,,Yok,,20 MP ve üstü,,,USB Type-C,,4.5G,Var,,Var,,3000 - 4000,4 GB,Yok,Turkuaz,,Yok,,1080p (Full HD),,Var,,,,,,,,,,Var,Yok,1,15 - 20 MP,8 MP ve üstü,,Android,USB Type-C,10-20 W,https://www.trendyol.com//elephone/px-pro-4-128gb-aquamarine-telefon-p-55581003,4.599 TL,Elephone
,,,15 - 20 MP,,,,,,,,,,,,,,,128 GB,,,,13 inç,,,,,,,,,,1 Yıl,,,,,,,,,,A seviye-Mükemmel,,,,,,,,,,6 GB,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//huawei/yenilenmis-huawei-p-smart-pro-128gb-siyah-kutulu-adiniza-faturali-garantilidir-p-749520402,6.999 TL,Huawei
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//xiaomi/redmi-9-4-gb-64-gb-cep-telefonu-pembe-xiaomi-turkiye-garantili-p-46519665,4.970 TL,Xiaomi
,Var,,10 - 15 MP,,4,,Var,,,4000-4500 mAh,,,Var,,2.0-2.5 GHz,,,128 GB,Var,,,6 inç ve üstü,"6.5"" - 7""",LCD,FHD+,,60 Hz,,FHD+,Var,,1 Yıl,Delta Servis Garantili,,,LCD,Var,,Yok,,10 - 15 MP,B seviye-Çok İyi,,3.5 mm,,4.5G,Var,,Var,,4000 - 5000,4 GB,Yok,Mavi,,Yok,,1080p (Full HD),,Yok,,,,,,,,,,Yok,Yok,1,10 - 15 MP,10 - 20 MP,,,USB Type-C,20-40 W,https://www.trendyol.com//oppo/yenilenmis-oppo-a73-128gb-12-ay-delta-servis-garantili-b-grade-p-746266296,5.399 TL,Oppo
,,,12 MP,,,,,,,,,,,,,,,256 GB,,,,"5,5 - 6 inç",,,,,,,,,,1 Yıl,,,,,,,,,,B seviye-Çok İyi,,,,,,,,,,3 GB,,Gümüş,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-x-silver-256-gb-b-kalite-12-ay-garantili-p-710861180,14.599 TL,Apple
,Var,,40 - 60 MP,,3,,Yok,,,4000-4500 mAh,,Wi-Fi,Var,,2.5-3.2 GHz,iPhone 15 Pro Max,,1 TB,Var,,6.5'' - 7'',"6,7 inç",,FHD Süper AMOLED,Dinamik AMOLED,,144 Hz üstü,,QHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,SXRD,Var,,Var,,20 MP ve üstü,,,USB Type-C,,5G,Var,,Yok,,4000 - 5000,8 GB,Yok,Siyah,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Var,Var,1,40 - 60 MP,12 MP,Apple,iOS,USB Type-C,20-40 W,https://www.trendyol.com//apple/iphone-15-pro-max-1-tb-siyah-titanyum-p-762254864,96.999 TL,Apple
,,,10 - 15 MP,,3,,Var,,,5000-6000 mAh,,,Var,,,,,64 GB,Var,,6.5'' - 7'',"4 - 4,5 inç",,LCD,HD+,,,,,Var,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,5 MP ve altı,,,USB Type-C,,4.5G,Yok,,,,1500 ve altı,4 GB,,Mavi,,Yok,,,,,,,,,,,,,,Var,,1,5 - 10 MP,,,Android,USB Type-C,,https://www.trendyol.com//vivo/y21-64-gb-metalik-mavi-cep-telefonu-vivo-turkiye-garantili-p-262636013,5.079 TL,vivo
,Var,,40 - 60 MP,,3,,Var,200 gr,,6000-7000 mAh,,,Var,,1.5-2.0 GHz,,,64 GB,Var,,,6 - 8 inç,"6.5"" - 7""",AMOLED,QHD+,,60 Hz,,FHD+,Var,,1 Yıl,,,,OLED,Var,,Yok,,48 MP + 2 MP,A seviye-Mükemmel,,3.5 mm,,4.5G,Var,,Var,,6000,4 GB,Var,Mavi,,Yok,,1080p (Full HD),,Yok,,,,,,,,,,Var,Yok,1,20 - 40 MP,20 - 40 MP,,,USB Type-C,,https://www.trendyol.com//samsung/m21-4-64gb-a-grade-yenilenmis-cep-telefonu-12-ay-ritzy-garantili-p-773590489,4.099 TL,Samsung
,,,10 - 15 MP,,3,,,,,5000-6000 mAh,,,,,,,,32 GB,Var,,6.5'' - 7'',"4 - 4,5 inç",,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,5 MP ve altı,,,Lightning,,4.5G,Yok,,,,1500 ve altı,3 GB,,Mavi,,Yok,,,,,,,,,,,,,,Yok,,1,5 - 10 MP,,,Android,Micro-USB,,https://www.trendyol.com//general-mobile/gm-21-new-edition-tek-sim-light-mavi-32-gb-telefon-p-364170622,4.599 TL,General Mobile
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//xiaomi/redmi-note-10s-6-gb-ram-64-gb-mavi-cep-telefonu-xiaomi-turkiye-garantili-p-136726583,7.945 TL,Xiaomi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/galaxy-s23-plus-256-gb-mor-cep-telefonu-samsung-turkiye-garantili-p-645497975,39.850 TL,Samsung
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//realme/c25y-4gb-ram-128-gb-mavi-cep-telefonu-realme-turkiye-garantili-p-259252458,5.089 TL,realme
,,,10 - 15 MP,,2,,,,,4000-4500 mAh,,,,,,,,32 GB,Var,,5.5'' - 6'',"5 - 5,5 inç",,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,13 MP + 2 MP + 2 MP,,,USB Type-C,,4.5G,Var,,,,5000,32 GB,,Siyah,,Var,,,,,,,,,,,,,,Var,,1,10 - 15 MP,,,Android,USB Type-C,,https://www.trendyol.com//ulefone/armor-x5-siyah-cep-telefonu-p-761996087,15.750 TL,ULEFONE
,,,5 - 10 MP,,2,,,,,4500-5000 mAh,,,,,,,,32 GB,Var,,6.5'' - 7'',"6,52 inç",,,,,,,,,,2 Yıl,KVK Garantili,,,,,,,,8 MP,,,3.5 mm,,4.5G,Yok,,,,5000,2 GB,,Siyah,,Yok,,,,,,,,,,,,,,Var,,1,5 - 10 MP,,,Android,Micro-USB,,https://www.trendyol.com//xiaomi/redmi-a1-plus-32-gb-xiaomi-turkiye-garantili-p-776101121,4.299 TL,Xiaomi
